chroma_stft_mean,chroma_stft_var,melspectrograma_mean,melspectrograma_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_contrast_mean,spectral_contrast_var,spectral_flatness_mean,spectral_flatness_var,spectral_rolloff_mean,spectral_rolloff_var,tonnetz_mean,tonnetz_var,zero_crossing_rate_mean,zero_crossing_rate_var,tempo,genre
0.30222705,0.0934117,2.4110172,507.2251,0.09327623,0.002150766,1089.005344,231672.8915,1411.001637,69763.92696,21.71527206,40.41283253,0.000461984,3.82E-07,2135.417611,1081577.235,0.003019727,0.008090226,0.048326249,0.000845165,161.4990234,blues
0.2700689,0.09770418,2.0942543,1023.8667,0.07967066,0.002955756,1537.491387,193154.1727,2053.965412,145508.3895,21.71215206,55.03295865,0.001481024,2.33E-06,3495.331816,1828303.205,-0.025318058,0.009331502,0.05614177,0.001722205,83.35433468,blues
0.2574455,0.096038796,2.5643117,525.3639,0.09761591,0.002577247,1195.498131,249540.7828,1481.022638,46878.31181,21.48142241,42.44689516,0.00064237,9.00E-07,2235.614453,1207900.64,0.011477709,0.009904288,0.058886039,0.001798326,123.046875,blues
0.30268323,0.09436195,1.7910357,353.7891,0.07542555,0.002492628,1390.382814,103083.2511,1911.218378,88690.56867,20.07031105,51.72101768,0.001653614,1.82E-06,3006.146736,945931.972,0.013752377,0.008310684,0.052586342,0.000616229,135.9991776,blues
0.32131013,0.10331619,2.8455658,558.003,0.1010843,0.003230971,1046.775127,291445.5029,1481.055847,70296.7248,22.14452413,41.88916326,0.000398252,3.42E-07,1831.221564,1348269.129,-0.043996855,0.009759158,0.047907452,0.002331309,99.38401442,blues
0.3066106,0.09801272,3.4458032,860.96594,0.113379315,0.00368752,1155.869257,314152.7441,1497.936716,59092.06999,22.28346835,46.11483126,0.000423014,2.06E-07,2169.632588,1331329.429,-0.014656705,0.010057301,0.058569959,0.002867969,99.38401442,blues
0.28080696,0.091172345,2.954381,435.8633,0.1019351,0.003558167,1210.141391,131835.5422,1497.676703,51645.13855,21.831998,37.55475466,0.000549473,3.40E-07,2521.982739,610051.8742,0.017233263,0.015231043,0.05246701,0.001087785,95.703125,blues
0.26306966,0.09996889,2.1942303,357.33374,0.08692267,0.002512151,1120.166569,176332.3092,1448.122768,53858.88081,21.71385571,35.82822043,0.000323193,1.68E-07,2324.212009,1139225.188,-0.022590051,0.011736903,0.047276048,0.001078994,103.359375,blues
0.29094827,0.09106455,2.4099586,1079.0111,0.0891659,0.003114329,1109.320763,138690.1461,1463.110786,37662.2102,21.02443902,39.65062568,0.000399714,9.60E-08,2243.316778,838253.6529,-0.030995782,0.009430952,0.051697391,0.001339266,92.28515625,blues
0.27857408,0.09503724,2.666983,5133.1,0.07705383,0.005932036,1198.857018,161946.5552,1573.309954,84086.36736,21.95186306,38.87204601,0.000458582,2.82E-07,2478.833064,992995.973,-0.020311587,0.012328038,0.051972686,0.001486869,83.35433468,blues
0.28868246,0.094142154,2.3659081,325.13263,0.09575479,0.002193645,1392.026357,200436.552,1494.877564,43463.63179,23.02258234,34.43374792,0.000450848,2.00E-07,2811.740049,541255.4237,0.010169918,0.02353924,0.072414413,0.002545687,95.703125,blues
0.27611074,0.09884967,2.9700665,667.6828,0.099547915,0.00410349,1115.58948,105511.5508,1398.722659,52841.20609,21.39915213,38.29800797,0.000372884,2.07E-07,2290.688159,637990.4068,-0.016306923,0.011446527,0.048019987,0.000816598,103.359375,blues
0.28052026,0.105663024,4.779098,1975.198,0.124684155,0.004813125,1648.884832,712191.5514,2190.046421,185210.7119,26.44973955,79.12344514,0.001489202,1.47E-05,3760.300129,4159729.928,-3.59E-05,0.018870997,0.05289487,0.003247441,129.1992188,blues
0.26335758,0.09444161,7.563254,3485.5608,0.17000204,0.003192832,1379.02368,550970.5458,2003.731133,269583.5727,26.84261219,74.38193022,0.000699205,3.09E-06,3015.614351,4573708.287,0.034886329,0.027297036,0.039366118,0.00094557,143.5546875,blues
0.2537176,0.09932378,6.1685324,2273.536,0.15147567,0.003195952,1330.606268,352248.0682,1973.262361,234481.1913,27.92687095,68.49763532,0.00058124,3.44E-06,2898.630603,3709897.507,0.010599884,0.034893961,0.042947225,0.001096176,151.9990809,blues
0.2761858,0.097387545,3.3360693,1012.94324,0.10122466,0.003938625,1309.774651,756135.7535,1883.25815,284221.8171,26.98111753,67.07443128,0.001231675,1.64E-05,2765.234658,4686832.922,0.08621771,0.055092755,0.039388398,0.003158096,123.046875,blues
0.26077786,0.09484193,4.706617,1256.1301,0.13316597,0.002251806,1430.60284,700821.2374,2075.71855,275165.2458,27.157654,73.44189749,0.000806562,4.60E-06,3246.167842,5567256.172,0.016715369,0.036952078,0.041973683,0.001439137,151.9990809,blues
0.26217148,0.099051096,5.065037,1401.2388,0.13590334,0.003225207,1537.076162,341041.8688,2157.297067,160985.2781,26.87857074,74.50039848,0.000892355,3.05E-06,3602.406626,3714496.07,0.010491137,0.025760049,0.045702445,0.000691172,129.1992188,blues
0.28827715,0.09654413,7.8433022,2816.9495,0.1732646,0.003339453,1507.157985,413919.5157,2096.930874,246926.3938,26.87460985,71.8507988,0.000977377,2.88E-06,3405.551848,4181763.714,0.009868317,0.014659113,0.045419975,0.000573981,129.1992188,blues
0.23332669,0.094940506,10.354468,6083.504,0.19766894,0.004719934,1247.580048,263742.905,1907.821245,194376.8617,27.35683918,71.03529999,0.000451405,1.27E-06,2621.49678,3024858.104,-0.015439296,0.035024471,0.036907341,0.000348537,151.9990809,blues
0.24866746,0.09798514,1.6198156,427.1509,0.06915838,0.002231103,1188.473208,369609.1364,1683.0974,200320.1316,26.60517225,58.08390719,0.000437278,1.14E-06,2339.833157,2993475.505,0.007415991,0.030473876,0.048163866,0.001272015,123.046875,blues
0.26584658,0.09705007,7.5716343,3285.2556,0.1680172,0.003927598,1514.156958,551885.8807,2140.992474,222436.5678,27.18981215,69.14006394,0.001086415,1.06E-05,3451.799107,4234008.141,-0.014045169,0.027247752,0.044373172,0.00201443,129.1992188,blues
0.2553486,0.097140804,2.3564844,753.61993,0.08582264,0.002629058,1151.310495,514648.4758,1709.532097,330245.4176,26.357462,64.74458805,0.000778197,1.22E-05,2312.179728,3920015.412,0.017696736,0.060592228,0.035320899,0.000946012,117.4538352,blues
0.39795133,0.080495425,4.08664,337.8706,0.13481365,0.000778606,2272.46964,202331.7605,2356.725899,50235.65551,21.2955876,84.16519481,0.005745666,2.09E-05,5108.157072,581335.9338,-0.006424959,0.003153871,0.097643033,0.001382411,117.4538352,blues
0.38697547,0.085450016,3.7812119,307.74066,0.12910546,0.000872945,2390.421813,306586.9092,2463.30924,80090.45549,21.78745584,87.32920496,0.007608824,4.27E-05,5403.593286,953517.321,0.001134647,0.007567802,0.102260746,0.001595799,129.1992188,blues
0.37769634,0.0924858,2.7508836,247.66118,0.110940404,0.000527518,2301.576917,205130.5526,2367.502277,47294.52711,23.41613689,74.14694831,0.00389292,1.45E-05,5187.511839,563364.4814,-0.019426449,0.020978839,0.09782392,0.001826024,89.10290948,blues
0.39893433,0.085166305,3.749702,296.47235,0.12730543,0.00131696,2155.845203,188104.8554,2371.995586,60317.49351,20.79214005,88.68095115,0.00646943,2.06E-05,5011.532444,938368.7105,-0.004309117,0.005967238,0.08717463,0.001224903,129.1992188,blues
0.3901175,0.086306624,4.2168226,471.49493,0.13620916,0.000467338,2279.031119,170912.6548,2375.23209,52988.85763,21.72947209,88.63997377,0.005401221,1.44E-05,5198.686455,569824.0025,-0.00523141,0.005090952,0.092525332,0.000902476,135.9991776,blues
0.4296856,0.090013646,5.315006,1018.8995,0.14828186,0.000708944,1739.118784,144891.4566,2290.362916,65376.61349,21.93253187,66.99237065,0.001697765,1.50E-06,4551.058301,819696.7522,-0.010329134,0.005222381,0.04804831,0.000266187,129.1992188,blues
0.38802335,0.09514288,2.6495655,291.698,0.10254586,0.000946061,1913.013074,331727.6719,2361.665525,92614.0642,21.41766831,70.5488054,0.00321599,1.38E-05,4777.714832,1289231.061,-0.00758575,0.011125045,0.058457802,0.000907445,123.046875,blues
0.33642253,0.08611636,2.9610522,218.43236,0.11219959,0.000528076,2013.012461,162651.9397,2310.092635,44028.09559,22.39080021,75.0981148,0.003198684,1.01E-05,4848.792722,581102.7285,-0.037599293,0.024772365,0.075323708,0.000840096,151.9990809,blues
0.37950882,0.08355866,3.3876345,205.47339,0.123896696,0.000919805,2148.129104,166461.3163,2204.082987,80038.17916,21.60565675,81.43581966,0.005728002,2.82E-05,4672.105546,822951.2203,-0.008106996,0.008890656,0.098766873,0.001309747,123.046875,blues
0.27759308,0.09067043,1.934282,138.98538,0.08853809,0.000457906,1318.611851,411923.0883,1904.751803,170176.5856,22.541137,50.8574145,0.001067021,9.33E-06,3046.565208,3067408.566,-0.037516531,0.038097981,0.03996127,0.000759941,123.046875,blues
0.40100908,0.08965714,8.064298,2111.1565,0.18228516,0.003975856,1945.252523,147430.6727,2081.76303,73538.99438,21.12962591,83.52798778,0.004334007,1.57E-05,4174.460398,808384.1461,-0.002587145,0.002968361,0.0857906,0.001219402,135.9991776,blues
0.39370215,0.085228145,8.621222,1600.6943,0.19659239,0.0017113,1977.095718,137168.4253,1927.701207,73886.46081,21.55108351,82.85186467,0.004597407,2.25E-05,3943.357336,695655.2183,0.012066998,0.004255253,0.106601653,0.000946206,99.38401442,blues
0.33900785,0.0955117,2.7825637,701.6141,0.09884554,0.002997097,1443.750113,448696.6296,1670.688955,189332.1025,22.66250568,49.59590728,0.002015618,1.80E-05,3070.613116,2084005.367,0.064251723,0.013541506,0.067187953,0.003083718,151.9990809,blues
0.41244242,0.08583299,6.28932,1230.8469,0.1682386,0.003675618,2171.395742,169933.471,1954.25474,84853.07448,21.65552365,80.08698964,0.00594965,4.64E-05,4237.303045,745843.4213,-0.006082739,0.002884741,0.132815143,0.002348148,103.359375,blues
0.45287964,0.07941481,9.130136,1841.7295,0.20083979,0.003565843,2030.617039,220858.3648,1987.199741,73937.03719,20.87563052,89.22397987,0.005871345,5.30E-05,4063.222169,847619.9737,0.005601202,0.002954148,0.103398936,0.001914924,92.28515625,blues
0.43304598,0.08771367,6.062033,1640.4143,0.15766303,0.004306627,2031.993385,190930.3572,1976.354122,79079.31444,21.22791949,78.32025437,0.004768654,3.53E-05,4023.536459,772116.5945,0.01069706,0.002121181,0.113119245,0.002528806,135.9991776,blues
0.3909998,0.089701205,4.940966,1570.26,0.13775411,0.003261576,1811.548598,347373.0931,2052.001565,119607.9328,23.36077036,69.10256473,0.003509706,3.39E-05,3927.985993,1515679.326,0.03461028,0.016666185,0.075503085,0.001698277,161.4990234,blues
0.42442203,0.085151926,7.3198543,1611.5276,0.17591807,0.003568296,1886.957781,253389.319,1913.241049,123436.9267,21.24948875,80.85998194,0.004043941,2.37E-05,3828.247127,1247015.772,-0.000550886,0.005348689,0.089939669,0.001534887,92.28515625,blues
0.35681704,0.08764,6.4994063,1553.8961,0.16190661,0.004790586,2068.332172,283340.9802,2033.95882,116351.6696,22.21030423,76.04763634,0.005045033,3.13E-05,4231.815659,1130991.015,-0.01523408,0.004135795,0.104351708,0.001929636,107.6660156,blues
0.40597057,0.08501088,6.684357,2566.7253,0.169917,0.004253916,2235.572389,239292.3857,2099.799351,50609.83419,21.90885196,84.98292418,0.005860254,3.75E-05,4389.459356,723769.0889,0.012495643,0.002936102,0.142241653,0.004211845,107.6660156,blues
0.4308489,0.080378175,8.830745,2083.936,0.19617338,0.003448491,1946.448571,124910.1514,1979.904142,55766.82481,20.96478124,86.00901598,0.004142565,1.11E-05,3955.714363,639383.3366,0.009515518,0.003192173,0.097422872,0.001397127,151.9990809,blues
0.45195466,0.075715706,3.909446,283.68094,0.14166255,0.000622509,2503.937745,162905.3754,2180.439233,34058.66091,22.27152116,92.29816023,0.005145206,1.63E-05,5077.364425,397116.3571,0.008588195,0.002984201,0.167533715,0.00255049,129.1992188,blues
0.3119012,0.09269808,2.4050307,186.83496,0.10622777,0.000865315,2280.154186,422191.9947,2119.79415,36002.27155,23.60464319,68.08167027,0.003174063,6.05E-06,4732.983059,781039.2693,0.007136994,0.013056176,0.117141806,0.003780221,112.3471467,blues
0.33038977,0.089893155,2.0672634,148.46594,0.0962278,0.001735964,2839.886865,289513.8384,2443.989707,56248.15218,23.10356253,82.74361552,0.01107906,8.99E-05,5711.478121,476263.8609,0.016113373,0.013745835,0.154410543,0.003069184,92.28515625,blues
0.3326599,0.08039345,2.8822775,138.57497,0.11737103,0.000546041,2553.361073,107874.4626,2280.187545,32825.2354,22.13117857,78.40613591,0.010585765,6.29E-05,5148.284105,276458.1861,0.005145404,0.005142549,0.146832932,0.001059015,151.9990809,blues
0.29277053,0.08795711,2.0427122,117.539276,0.10029806,0.000863433,2816.362774,347610.5399,2372.057664,44802.74595,22.77204304,78.47775513,0.010035148,5.43E-05,5613.737697,617082.396,0.057865783,0.011761654,0.146281963,0.002553609,107.6660156,blues
0.37472302,0.088798285,2.565093,171.03285,0.11043558,0.000704387,2340.734161,347467.9216,2256.391762,45429.41203,22.51834741,81.99269936,0.00687549,4.30E-05,4972.721052,734172.7343,0.013422797,0.006385824,0.121791618,0.003999854,161.4990234,blues
0.3379236,0.086318515,3.5906112,265.76154,0.12903984,0.00055945,2258.11515,219211.0297,2175.919196,55774.10626,22.46441818,74.1801203,0.005756135,1.65E-05,4754.616184,691346.7773,0.040221093,0.006078234,0.112705735,0.001706666,161.4990234,blues
0.28943267,0.08272558,2.4270868,156.46477,0.103048205,0.000983169,2513.345358,175980.3356,2345.021077,47220.92504,22.32619184,76.15226898,0.009363328,6.64E-05,5246.740638,473136.704,0.011476291,0.007443634,0.135107384,0.001515711,161.4990234,blues
0.29205313,0.08678043,2.9014168,217.60237,0.11649022,0.000966745,2371.309053,236750.9616,2209.900826,43101.24153,23.29198233,81.34924101,0.004098029,1.11E-05,5005.187394,485874.7858,0.014947016,0.009240777,0.125128773,0.002502175,123.046875,blues
0.32279274,0.091965914,2.5475144,175.10408,0.10609345,0.00110718,2159.398277,328875.5028,2130.182083,68593.75422,22.62860817,74.70437338,0.004829927,2.18E-05,4684.512534,1074307.19,0.004408117,0.006890633,0.098347699,0.001745285,143.5546875,blues
0.30516553,0.08006666,3.0545218,166.50851,0.12049756,0.000326943,2429.004094,97744.04665,2286.767132,25016.95477,22.57273008,78.55816113,0.008378146,3.69E-05,5065.090666,232002.8801,0.007241646,0.007879731,0.134641383,0.001429219,143.5546875,blues
0.30708113,0.08071964,2.4407523,144.56363,0.103862695,0.000447164,2594.754688,292991.8382,2518.903765,59914.58063,23.46414767,76.21194136,0.007874566,5.98E-05,5659.768457,548496.5762,0.039339215,0.015049351,0.129190609,0.002800875,103.359375,blues
0.34204182,0.08416539,15.786336,7332.976,0.2596437,0.005484369,2094.777793,108543.8216,2158.361875,42064.50063,22.40733327,86.26526963,0.006059529,5.09E-05,4482.603366,495610.058,0.000778289,0.00656536,0.100540244,0.000993991,99.38401442,blues
0.36715597,0.08537017,9.180091,3160.3835,0.19693075,0.004279483,2515.463569,272557.1258,2531.223688,66555.54056,22.20614286,101.791564,0.01098273,8.96E-05,5770.831823,998132.5239,-0.004903891,0.005372279,0.120890205,0.001669841,112.3471467,blues
0.4663816,0.08150153,9.162413,2640.414,0.19198641,0.008015129,2224.014585,463879.6973,2254.733554,99048.37639,21.073613,94.6983521,0.008913392,0.000180497,4700.258585,1867237.968,0.016234178,0.002627875,0.108509462,0.003215801,117.4538352,blues
0.3655845,0.087915376,10.3928175,3690.3013,0.2188772,0.004651627,2645.724695,186295.2141,2426.133793,50757.90109,23.44678439,93.04307932,0.009544032,0.000105002,5612.422056,579829.2281,-0.013538858,0.021749716,0.136471777,0.002662806,117.4538352,blues
0.4089921,0.08345764,13.260607,4197.893,0.24307846,0.005095598,2207.13919,184234.5502,2191.577407,75492.03449,21.39855874,96.89160331,0.008254333,5.51E-05,4658.224707,1090808.96,0.010074146,0.005075842,0.111533936,0.001145197,99.38401442,blues
0.41422728,0.082960755,14.264966,4245.285,0.25799304,0.002730154,2333.552482,89801.80833,2227.361074,30628.55189,20.96476306,109.4236465,0.010025131,2.86E-05,4942.777743,481450.4858,-0.009569297,0.003019728,0.123819515,0.000558866,123.046875,blues
0.4215437,0.07872209,15.508376,4339.932,0.27078366,0.001896809,2442.941257,130595.7513,2358.665888,31737.9117,21.77865671,108.7161165,0.010716816,5.33E-05,5267.915787,414655.6835,-0.003523969,0.00697138,0.124682409,0.001188883,161.4990234,blues
0.36832434,0.08792621,14.379654,7613.3394,0.24235758,0.007517939,1827.257293,155339.3884,1898.461917,55152.18993,22.62601591,80.93769613,0.003940248,2.49E-05,3743.613145,769354.0287,0.040522785,0.009272417,0.094039268,0.001203933,117.4538352,blues
0.38016844,0.08072243,13.416318,2791.1318,0.24811445,0.005410495,2116.897367,94982.7124,1956.355894,44953.72578,22.65957164,94.84793906,0.005480193,1.71E-05,4195.78543,437131.6591,0.021154686,0.011972714,0.127271093,0.000727601,103.359375,blues
0.33906108,0.08660951,14.409057,3777.2551,0.25124043,0.003735422,2141.540774,127267.1697,2168.085354,74571.71253,22.5437581,88.28074177,0.006493244,3.00E-05,4628.506222,970609.056,0.00562574,0.005808959,0.105125103,0.000644566,123.046875,blues
0.42730477,0.080100104,14.1163645,7811.947,0.25113833,0.003472352,2315.021165,143885.8502,2261.837307,30975.95174,21.18092945,106.9346669,0.008816483,4.86E-05,5036.621207,444573.1996,-0.025024709,0.004892075,0.117950321,0.001309925,135.9991776,blues
0.39618102,0.08521695,12.976321,3015.7107,0.23508118,0.007101676,2060.84188,229431.4377,2084.916613,81916.44144,21.78536762,94.19378667,0.007295808,9.42E-05,4220.299642,1228898.144,0.019816548,0.005487294,0.113367351,0.001550607,112.3471467,blues
0.31530708,0.091961056,5.8028765,1607.2573,0.15012378,0.003582689,1311.950287,407370.257,1673.95971,185527.7701,24.03470322,55.46534399,0.000844214,2.20E-06,2636.37684,2069584.035,0.042483517,0.020672115,0.059391691,0.001670621,143.5546875,blues
0.36592886,0.096423194,4.4535813,1419.9597,0.124884635,0.003667913,1245.686419,713242.3523,1634.505436,335262.0418,21.16421917,54.87674427,0.002672682,5.12E-05,2518.152394,3531630.396,0.018113352,0.011815236,0.048818684,0.002727122,123.046875,blues
0.33690158,0.09472053,6.3827996,2069.7817,0.1579406,0.002722447,1441.680807,387155.8031,1870.021373,146843.0028,22.66311978,61.84474802,0.001787511,1.61E-05,3082.603763,2195438.731,-0.033743259,0.014865297,0.050869239,0.001155075,172.265625,blues
0.3778535,0.092774644,5.5870676,2100.326,0.14199714,0.003475993,1006.871829,136249.2502,1530.689191,150791.6289,20.58079761,49.49191487,0.000721468,1.19E-06,2075.006401,1014630.878,-0.002260709,0.00789264,0.032053606,0.000174792,172.265625,blues
0.34863168,0.10260624,1.0765741,349.30627,0.05275917,0.00177545,798.6570145,198504.4117,1284.910001,130692.7742,20.90346406,30.54145339,0.000766208,4.67E-05,1456.105838,1070696.092,0.045311683,0.02015637,0.025648172,0.000404565,107.6660156,blues
0.37784892,0.09528022,4.485587,1169.6656,0.13184513,0.002137183,1612.645637,781495.8507,1971.699594,244991.4919,22.55449311,68.27035454,0.002966383,3.66E-05,3468.735895,3612084.241,0.007477076,0.017606996,0.058196856,0.002686404,143.5546875,blues
0.42225856,0.09275249,2.5964065,339.07535,0.09936382,0.001284916,991.4865889,415969.7905,1396.653097,262398.1428,20.94192812,51.02181084,0.002429934,7.28E-05,1943.725473,2277540.049,0.017188493,0.016719838,0.036052376,0.000652365,123.046875,blues
0.39096886,0.10045534,1.279679,315.28305,0.063039556,0.00153217,918.6809998,522913.1733,1437.035104,192328.6648,20.94063095,36.39887792,0.001128794,2.68E-05,1602.533285,2287747.194,-0.019182178,0.033961941,0.03231153,0.001600298,83.35433468,blues
0.37769488,0.09638859,1.4546703,278.29688,0.06586,0.001803993,570.3499043,104947.1216,995.5058536,84704.57758,21.40320226,29.04516782,0.000457006,2.37E-05,929.3001038,499972.208,0.028654853,0.049804491,0.021696983,0.000117469,143.5546875,blues
0.37668237,0.095908746,5.814695,4392.36,0.14094436,0.005366088,1239.633448,526848.4815,1660.269704,232947.481,22.88459774,51.98073631,0.00111671,4.54E-06,2519.26819,2825020.856,0.030294015,0.023127879,0.050879057,0.002505444,103.359375,blues
0.3699634,0.09128445,8.579261,2291.191,0.18699834,0.002159555,1388.632894,509403.09,1773.036455,164751.9916,22.85928584,68.33422295,0.001599157,1.33E-05,2754.942686,2160448.42,0.009370677,0.011071143,0.057147033,0.00132872,135.9991776,blues
0.26060256,0.09183336,0.8135327,35.24138,0.051363207,0.000855693,1132.171811,319090.3056,1582.700463,151283.1763,23.62881369,35.26635612,0.000925759,1.12E-05,2065.072483,1737932.301,0.036184033,0.052391526,0.048293017,0.00126598,123.046875,blues
0.37517473,0.09390214,9.806483,3847.2463,0.19822708,0.002951932,1236.310512,422770.204,1601.978718,295623.8505,21.96627554,58.2515452,0.001819046,1.52E-05,2603.544118,2486964.891,-6.54E-05,0.008981783,0.044614858,0.000762501,117.4538352,blues
0.44319093,0.078330755,3.3577492,210.71657,0.12535533,0.001704708,2310.352908,191361.3361,2206.409154,62263.81243,20.79849802,85.25332764,0.009163227,7.31E-05,4829.091423,618378.3447,0.037214372,0.004957177,0.128432319,0.002432144,123.046875,blues
0.3702303,0.085139655,3.3115103,437.87833,0.1049854,0.00534799,1538.512366,225245.8915,1703.48181,104359.0165,20.39618499,47.78966611,0.002278897,1.44E-05,3174.357191,1037706.894,0.043952877,0.011880918,0.074768586,0.001671755,92.28515625,blues
0.25236058,0.08414862,0.3255202,5.1203847,0.036233008,0.000221017,1505.357461,44430.73283,1559.228895,43765.37313,23.37286611,41.33616668,0.000909629,8.41E-07,2717.238764,299014.0001,-0.019203753,0.025915842,0.098222702,0.000431394,95.703125,classical
0.21497734,0.08501056,0.2371667,4.47973,0.030609844,0.000161073,1361.006486,61987.10042,1441.739951,32687.84799,25.18686635,36.3318308,0.000328484,1.52E-07,2389.011463,371106.5605,-0.006062277,0.049467413,0.087765628,0.000629679,117.4538352,classical
0.2778935,0.083739944,0.45391926,6.247685,0.043827713,0.000191754,1490.27481,39023.8969,1600.005082,31236.96227,22.89431523,42.26184845,0.001095251,8.48E-07,2785.418914,274912.4803,-0.005795568,0.018054585,0.090045784,0.000395227,99.38401442,classical
0.23422067,0.08345105,0.23666915,5.1415386,0.029426444,0.000356496,1526.628932,91366.00487,1499.46205,60193.72216,25.66354547,35.21754283,0.000454201,4.96E-07,2916.150271,499622.1489,0.066752391,0.051743642,0.108946385,0.001160843,135.9991776,classical
0.22151817,0.08498734,0.3969493,8.316902,0.042297725,0.000209352,1705.791269,68121.41828,1646.323974,25907.27785,25.0234336,48.08840279,0.000740116,3.37E-07,3175.806061,332584.2874,0.045090152,0.027283197,0.112857167,0.000835,107.6660156,classical
