image_id,Red_avg,Red_var,Green_avg,Green_var,Blue_avg,Blue_var,H_avg,H_var
A1_10x62,195.71237182617188,1426.5207551410422,117.15434265136719,2460.25448339968,174.9225616455078,1217.3013000541832,0.017982366541282713,0.00047695372345491854
A1_10x64,190.73681640625,1489.8576142787933,105.54985046386719,2187.6490041890647,168.16897583007812,1139.8159601083025,0.01957747309721493,0.0005012244551044973
A1_10x66,192.35279846191406,1316.6757804376539,105.09286499023438,1871.8997318064794,168.2536163330078,957.7671759480145,0.018189322221589446,0.00042469170780647157
A1_10x68,190.5330352783203,1424.4931408481207,101.67544555664062,1767.608379012905,166.55418395996094,954.9315428582486,0.019072042168373174,0.00048480369792008003
A1_10x70,192.6913299560547,1209.058119410416,100.78701782226562,1407.6144896661863,165.94334411621094,795.423532664543,0.017071239279674313,0.00040584625935328187
A1_10x72,192.5790557861328,1299.0976625361945,101.38577270507812,1546.1017897715792,166.30584716796875,854.5847717188299,0.017431499025373602,0.0004416320443396992
A1_10x74,189.14208984375,1478.4144418239594,96.39334106445312,1547.4278633734211,163.13807678222656,898.5162283813115,0.019247716990923976,0.0005368370387434367
A1_10x76,188.48976135253906,1464.5247975138482,93.42868041992188,1401.9694618573412,160.8224334716797,824.9839883164968,0.018940438258325063,0.0005115711215073861
A1_10x78,189.407470703125,1642.710981786251,87.99026489257812,1257.946804641746,155.2499237060547,892.3431930483785,0.017812399078686505,0.0006458706524171232
A1_10x80,195.61961364746094,1473.0926872042473,93.47785949707031,1283.8193645344581,157.70452880859375,919.6249770484865,0.014732026884318438,0.0005221121919524998
A1_10x82,199.4236602783203,1549.3631602840032,108.60890197753906,2145.4408686307725,167.28819274902344,1277.2287582939025,0.015079896240317647,0.0005486835085018616
A1_10x84,212.06988525390625,1340.779204186052,158.91258239746094,3920.3788480309304,197.1747589111328,1689.412681368878,0.013843858535175868,0.00043901938262615035
A1_10x86,195.4958038330078,2123.5670905464794,122.74595642089844,3096.3412998726126,177.04640197753906,1593.1080000547227,0.020627144862885693,0.0007984851133667983
A1_10x88,196.08474731445312,1943.1145830294117,130.9926300048828,3078.5180883833673,183.0382080078125,1531.6795399039984,0.021336796724309874,0.0007506566014842643
A1_10x90,198.36453247070312,2039.9848223766312,137.82138061523438,3375.8149273907766,185.8358917236328,1692.7213137128856,0.02101613989214425,0.0008087429192805122
A1_10x92,194.2978057861328,2136.310557929566,129.41244506835938,3017.1967408722267,181.91363525390625,1577.046923454851,0.022865455783684527,0.0008723373657988936
A1_10x94,187.5478973388672,2318.3868660011794,112.95709228515625,2852.8257040940225,171.67333984375,1608.956372976303,0.025103719115903873,0.0009799151630736995
A1_11x35,202.85394287109375,881.3770742975175,130.74534606933594,2141.914780892199,182.46099853515625,995.2732896767557,0.014398557308223136,0.0002466560283780312
A1_11x37,197.52366638183594,994.3534438086208,113.78144836425781,1911.6936444842722,172.6420440673828,897.1774553188588,0.015203027713557997,0.00031259902329257684
A1_11x39,197.26043701171875,855.1307504437864,105.74726867675781,1273.0223848128226,168.73159790039062,645.6084717875347,0.013999522918793044,0.00027594218134244165
A1_11x41,194.94427490234375,978.7970656119287,104.19017028808594,1489.4447770339902,167.2930908203125,765.6813402026892,0.015333002096477248,0.0003165883662781975
A1_11x43,194.03562927246094,1079.4165924934205,108.18235778808594,1811.9174444896635,169.32872009277344,907.208334091818,0.01674832642727912,0.00033146236786593826
A1_11x45,191.6175079345703,1607.3246928618755,113.03805541992188,2393.273026882671,171.4228973388672,1315.5415710487869,0.02020066319672477,0.0005924418059327039
A1_11x47,201.35072326660156,1952.0086307635065,148.20034790039062,4381.514120972715,190.3206024169922,2071.634137307992,0.01953536254819501,0.0007010585344294573
A1_11x61,205.96380615234375,1716.2976096831262,154.22433471679688,3954.4283421477303,194.60610961914062,1828.317384547554,0.0173689726057112,0.0006455184065906161
A1_11x63,197.0225830078125,1461.2248623222113,118.33657836914062,2401.8270531361923,175.7174835205078,1245.58417064487,0.017532956005391967,0.0005052950531109535
A1_11x65,189.065185546875,1627.3012012839317,104.01210021972656,2204.6958832477685,166.3998565673828,1195.5616570839193,0.020555739770060418,0.0005780165585100365
A1_11x67,190.58132934570312,1487.7443621000275,100.590576171875,1832.274877011776,165.2904815673828,1018.734758032253,0.018903088536202425,0.0005269038843880706
A1_11x69,189.64259338378906,1375.3063883183058,99.660400390625,1668.586240708828,164.97344970703125,904.9039886854589,0.019136423011495783,0.0004777726445851828
A1_11x71,187.99754333496094,1423.6057831493672,95.83775329589844,1493.254636090016,162.15220642089844,847.0878714134451,0.019701049905558318,0.0005064573780032629
A1_11x73,187.255615234375,1546.2448109984398,92.965576171875,1414.659642636776,160.47483825683594,873.4338456464466,0.020016888429471354,0.0005756182496508582
A1_11x75,188.96116638183594,1422.7153040838894,92.40109252929688,1307.4044629177079,160.24710083007812,767.7254402032122,0.01845375051706395,0.0005074697263676012
A1_11x77,188.5299072265625,1576.5996914952993,89.98040771484375,1279.9825568161905,157.6619415283203,844.4319963769522,0.0184601489073242,0.0006007664794897507
A1_11x79,196.29248046875,1684.7957417964935,81.64125061035156,1181.4884405990597,141.54624938964844,1056.4611178298946,0.01327856517561779,0.0006075293154100246
A1_11x81,196.9097442626953,1647.870134541532,94.40618896484375,1572.558368679136,155.4716033935547,1187.7960686327424,0.014691299305394725,0.000571101931705709
A1_11x83,199.69676208496094,1627.551403090125,119.44422912597656,2490.6826501076575,175.65309143066406,1322.8303227794822,0.01643640035671859,0.0005615302040300645
A1_11x85,207.55137634277344,1619.7129366432782,148.48458862304688,3824.1660527726635,191.05349731445312,1740.500250830315,0.01558868309000883,0.0005227504730876953
A1_11x87,192.96444702148438,2248.5753045892343,126.58627319335938,3344.388461477123,179.50559997558594,1681.662200085586,0.023198447953654895,0.0008790048471053558
A1_11x89,197.03695678710938,1991.794166422449,134.42848205566406,3122.293987966841,185.05799865722656,1560.410958055174,0.02137667130056419,0.0007882862762416593
A1_11x91,197.78765869140625,2075.675187047571,133.8575897216797,3130.606016309699,184.18589782714844,1633.466800030088,0.02114030474117438,0.0008780843317637395
A1_11x93,189.58657836914062,2308.8903008168563,119.83952331542969,3139.940967814764,175.97512817382812,1670.9068520953879,0.024754305588479276,0.0009566217790744887
A1_11x95,186.81915283203125,2266.9193511866033,109.66343688964844,2633.126852836227,170.18231201171875,1491.0217244885862,0.02499800541388599,0.0009440628363806342
A1_11x97,184.97898864746094,1913.5034189966973,98.72775268554688,2036.198586477898,163.35890197753906,1202.865925088292,0.023344977003794093,0.0007663471853340368
A1_11x99,180.2543182373047,1946.657413908979,86.93843078613281,1721.4111720004585,154.16270446777344,1154.0127270852681,0.02442120727128478,0.0008054449047251483
A1_12x100,182.22833251953125,2207.8813969753683,98.74700927734375,2665.0107942782342,160.94566345214844,1587.6268845757004,0.02556457944801819,0.000912217162216944
A1_12x34,207.27639770507812,844.2729085078463,147.19839477539062,2773.9905772572383,191.638427734375,1207.9901151061058,0.013819433021489053,0.0002049300963852662
A1_12x36,203.58265686035156,865.7074622770306,127.96434020996094,2295.0255685893353,180.66880798339844,1019.0526501049753,0.013245050915204329,0.0002353909675352607
A1_12x38,200.34622192382812,744.948306648992,116.20895385742188,1697.3560575237498,175.05369567871094,741.7769782242831,0.013520662784573145,0.00021646724452636964
A1_12x40,193.28616333007812,954.5859877457842,104.31219482421875,1564.5234145186841,167.2902069091797,770.0165642516222,0.016393600098055162,0.0002981726037106929
A1_12x42,192.32864379882812,1188.995295255445,107.51123046875,1863.9800069332123,168.3671417236328,965.4464905241039,0.017991719773899614,0.0004006267200624885
A1_12x44,191.78768920898438,1444.803465387784,111.90968322753906,2262.327948227292,170.85147094726562,1222.1516146576032,0.019663526981926634,0.0005142065763555169
A1_12x46,198.32086181640625,2073.4740130268037,141.3115997314453,4610.39660372748,185.82936096191406,2210.53925695247,0.02060286794383402,0.0007585177117488317
A1_12x62,204.01214599609375,1670.2433217130601,147.34434509277344,3928.2536035811063,191.0424041748047,1746.3084283263888,0.017432169464446985,0.0005799030362725712
A1_12x64,195.2489013671875,1624.3692614883184,118.03013610839844,2597.7430035581347,175.22561645507812,1327.343170701526,0.018886126863254513,0.0005708958532703831
A1_12x66,191.40599060058594,1574.0174378675874,105.79203796386719,2215.7382306733634,167.9440155029297,1181.6589598522987,0.019245422761775897,0.0005478716764953256
A1_12x68,189.6817626953125,1503.0023932307959,100.79121398925781,1847.63281526207,165.33175659179688,1026.553206606768,0.019497950542333595,0.0005383550632408634
A1_12x70,188.39862060546875,1342.611426319927,95.35403442382812,1535.162592976354,161.5807342529297,867.4772161112633,0.018863452235023368,0.00044231690430207625
A1_12x72,189.15414428710938,1274.775433874689,95.10365295410156,1296.3489514996763,162.4043731689453,753.8915513099637,0.01850714928816344,0.0004295583622308774
A1_12x74,190.52552795410156,1328.822468440747,94.43338012695312,1259.6659719487652,161.5438232421875,751.3360922187567,0.017572887674999017,0.00046573871622605464
A1_12x76,192.4197235107422,1335.5095163786318,92.49186706542969,1223.6098581717815,159.16531372070312,779.5176237663254,0.01607650703095422,0.0004690906325811182
A1_12x78,189.1200408935547,1748.9650976301637,91.39410400390625,1551.6949627958238,156.4718780517578,1047.699862232199,0.01866315877593095,0.0006615715568102426
A1_12x80,199.1224365234375,1525.3021479696035,86.98458862304688,1240.2308110734448,146.46087646484375,1055.011195179075,0.01220395854392846,0.0005227425829923175
A1_12x82,197.75328063964844,1603.481655802345,107.02510070800781,1819.9975846761372,167.28688049316406,1148.5279748511966,0.01596241414898519,0.0005925730189137872
A1_12x84,201.5343475341797,1786.284037532052,133.62432861328125,3245.2377467416227,184.1536407470703,1534.1842650042381,0.017757376691847352,0.0006509910832668204
A1_12x86,200.1763916015625,1887.12657032907,133.4761199951172,3088.0100498625543,184.22219848632812,1505.1446280768141,0.0188700651711491,0.0007140262553956056
A1_12x88,192.75372314453125,2313.5665449760854,124.90078735351562,3168.8317401027307,179.07701110839844,1672.350712965941,0.023372460717728534,0.0009089309377791185
A1_12x90,196.38002014160156,2210.3727203120943,132.66397094726562,3272.7877497589216,183.5950927734375,1704.8387356847525,0.022131072521869195,0.000954951215851139
A1_12x92,195.0074005126953,2189.377646038076,125.08061218261719,3093.5908374914434,178.7272491455078,1663.5337154918816,0.021941478294761424,0.0009384566150806288
A1_12x94,190.3837432861328,2078.2053564467933,113.5479736328125,2644.607622846961,173.02117919921875,1422.2786652110517,0.022867127243507764,0.0008497420655079995
A1_12x96,182.71200561523438,2148.2061522519216,97.47041320800781,2109.0425511354115,162.2530059814453,1301.9022813083138,0.02529919046525126,0.0008975855553708064
A1_12x98,184.07809448242188,1825.2147264471278,92.29570007324219,1801.100656559458,158.15484619140625,1128.3823336921632,0.022598702044489296,0.0007241406995696523
A1_13x101,210.32867431640625,1561.5043694339693,174.31716918945312,4899.616810931824,206.09519958496094,1982.9475257841405,0.016896214206727805,0.0004833960604109578
A1_13x33,206.26422119140625,1041.1134147010744,149.00564575195312,3368.7781663676724,191.70172119140625,1440.832691129297,0.014719514055210398,0.00026185058844620105
A1_13x35,203.36770629882812,938.2919771363959,128.95603942871094,2402.0616508421954,180.88775634765625,1102.515843745321,0.013620315848229647,0.00023895136295093168
A1_13x37,200.98414611816406,896.393867917126,121.90983581542969,2051.37225677236,177.76141357421875,906.8296731971204,0.014201607667115115,0.0002602015518782772
A1_13x39,194.03521728515625,1071.9956164322793,110.23519897460938,2013.0723364716396,170.64569091796875,933.0287619493902,0.017007453696651603,0.00033921497894394653
A1_13x41,196.9102783203125,915.8675298541784,113.74537658691406,1674.5923171860632,173.33558654785156,807.1372748573776,0.01563442435847826,0.00026967517228671726
A1_13x43,194.19625854492188,1220.6332660308108,113.76138305664062,2099.7940141027793,172.73863220214844,1078.356445785379,0.0179044279657916,0.0003757161337949174
A1_13x45,200.65591430664062,1744.0408152407035,141.8242950439453,4108.403438681504,186.80545043945312,1952.4696577927098,0.018574907263374397,0.0005724054613907829
A1_13x63,198.92840576171875,1856.4030468724668,131.36508178710938,3356.78828511294,181.62869262695312,1723.5186860105023,0.01872824955218475,0.0006936411813758031
A1_13x65,194.4354705810547,1549.7990586103406,113.70657348632812,2337.9122224142775,172.61618041992188,1227.1809296002612,0.0184792210233847,0.0005250958033362679
A1_13x67,190.78994750976562,1634.8402163302526,104.29319763183594,2168.894305534428,166.81178283691406,1187.0950216872152,0.01952635302193023,0.000592246570254937
A1_13x69,190.02978515625,1423.5238015651703,97.885986328125,1656.256898343563,163.17430114746094,939.0357354430016,0.018419021362236197,0.0004862346037781726
A1_13x71,190.3751678466797,1357.4883231834974,96.78709411621094,1395.3875781891402,163.07269287109375,808.2795668207109,0.01807447897245805,0.00046713036803543005
A1_13x73,193.78382873535156,1169.8675918837544,97.06964111328125,1189.659243132919,163.0763397216797,701.2414104060736,0.015535253375452177,0.0003782088760877919
A1_13x75,193.4318389892578,1288.4244922602084,92.28981018066406,1256.2132054937538,157.59829711914062,838.2571528619155,0.015122399290259443,0.00042250243474722043
A1_13x77,196.28677368164062,1458.053167349659,91.95669555664062,1412.412370330654,154.6572723388672,994.7977446594741,0.013859471919805931,0.0005312052648338933
A1_13x79,192.3682098388672,1738.5963093319442,93.9224853515625,1603.5563083738089,157.1862335205078,1084.216736143222,0.017025570485037653,0.0006683654784943509
A1_13x81,198.03564453125,1739.8822438716888,98.22914123535156,1750.5685117503162,158.57070922851562,1228.7079213475809,0.014717531235539687,0.0006343900329020761
A1_13x83,198.1446990966797,1784.9476748423185,115.59722900390625,2222.920356091112,173.7535858154297,1223.0954842732754,0.017548514007511833,0.0006759045741721356
A1_13x85,201.11004638671875,1559.8172660134733,126.8553466796875,2533.864176735282,181.55075073242188,1225.9688599100336,0.0167307041676766,0.0005581523334886219
A1_13x87,193.36325073242188,2019.8998787393793,116.1253662109375,2488.0895384401083,174.630615234375,1377.768553674221,0.020943224414320904,0.0007589357150515729
A1_13x89,191.14987182617188,2395.392546980642,121.87086486816406,3110.947267599171,177.09115600585938,1722.0266942447051,0.0241789874915389,0.0009942594807165177
A1_13x91,194.9960479736328,2115.238860724261,124.11466979980469,2909.610675910255,178.6890411376953,1599.6397395224776,0.021544024531903003,0.000888421782922081
A1_13x93,191.7088623046875,2173.7496199458838,117.10208129882812,2815.379044740461,174.51658630371094,1541.4604182539042,0.02273738996161984,0.0009153449232653677
A1_13x95,186.3079071044922,2049.9684408956673,101.8746337890625,2195.401489123702,164.821044921875,1274.3422731757164,0.023323433830545783,0.0008399637816883735
A1_13x97,180.7177734375,2022.1092824935913,90.2889404296875,1845.480722412467,157.31497192382812,1187.0112968375906,0.024941963905334253,0.0008376563056602486
A1_13x99,185.31582641601562,1808.7595066046342,99.94741821289062,2187.1822937494144,164.37474060058594,1232.0580100340303,0.02309618312669261,0.0006840515718002226
A1_14x100,200.02020263671875,1860.9458503983915,143.63499450683594,4542.338710076874,189.25244140625,1913.0304200649261,0.01994213635735384,0.0006519433011584028
A1_14x32,207.0543975830078,1204.8434001558926,155.15353393554688,3920.1524222036824,194.47898864746094,1743.8618632105645,0.015124475088408711,0.0002759344395400488
A1_14x34,202.55137634277344,1128.2003023659345,133.95571899414062,2925.4524764483795,183.1905975341797,1381.5761145965662,0.014968003085582639,0.0002940980388916119
A1_14x36,201.688720703125,849.0977768301964,122.52574157714844,1754.5862209161278,178.05850219726562,850.811000100337,0.013768086673033756,0.00023431036582741995
A1_14x38,198.58139038085938,1022.0467203324661,116.40728759765625,2003.1016644202173,174.43630981445312,944.0577721735463,0.015004547463751369,0.0003060663414759209
A1_14x40,198.77761840820312,1050.8489228924736,119.38238525390625,1997.4605014882982,176.4569091796875,950.7221422046423,0.015533336340180094,0.0003196608039988519
A1_14x42,198.98602294921875,1103.9983092807233,120.822021484375,2192.364808022976,177.17930603027344,1071.2275691961404,0.015714075322311942,0.0003293767484554937
A1_14x44,202.5391845703125,1548.1609096378088,144.71441650390625,3978.486069019884,189.2330322265625,1773.7165394872427,0.017485346371877892,0.0004625677115182562
A1_14x64,197.70346069335938,2002.6795815294608,132.63714599609375,3745.976704891771,181.81658935546875,1830.8646759651601,0.01989792306150911,0.0007519260852549374
A1_14x66,190.52622985839844,1903.4857316722628,109.92561340332031,2735.8259943441954,169.30838012695312,1463.8044073125347,0.02105029751249872,0.0006991099479663543
A1_14x68,189.61407470703125,1611.93141445145,99.74514770507812,1990.6040566554293,163.82376098632812,1107.88690856006,0.01939865610785853,0.0005625824538119065
A1_14x70,191.8591766357422,1319.8042807185557,98.61587524414062,1699.0569769805297,162.79652404785156,961.2593330105301,0.0172008920129585,0.0004518313272959579
A1_14x72,196.22337341308594,1248.6127477509435,94.42308044433594,1422.2663917315658,157.56491088867188,960.3326396038756,0.01366128314566498,0.00039764820469624824
A1_14x74,198.55519104003906,1385.604009613162,87.36642456054688,1362.6217144867405,145.89706420898438,1158.6007018303499,0.011870286080526428,0.0004358585748780664
A1_14x76,200.64913940429688,1353.1605882486328,81.19985961914062,1245.8076208299026,136.6815185546875,1106.9690041393042,0.00962154891641057,0.00040514863072282795
A1_14x78,197.08682250976562,1561.694122008048,88.951171875,1426.0253257751465,149.14602661132812,1164.6528705647215,0.013006298430437071,0.0005754744892847334
A1_14x80,194.0712890625,1703.6953268051147,99.72402954101562,1530.7353027081117,163.44097900390625,980.5023758970201,0.017005136412923432,0.0006740359277018998
A1_14x82,199.48733520507812,1651.9831770053133,107.51834106445312,1982.5818169256672,166.3197021484375,1222.54808960855,0.015107921192530134,0.0006005733149711729
A1_14x84,196.17286682128906,1618.0175871548709,110.733642578125,1853.3559030890465,172.21604919433594,1022.8673699868377,0.017562982615011907,0.0006020544653542732
A1_14x86,191.20022583007812,1959.5999853005633,109.2530517578125,2247.0271818488836,170.23912048339844,1275.7172201981302,0.021080741353599223,0.0007543104206235976
A1_14x88,190.01536560058594,2203.091850690311,107.87211608886719,2371.663531569531,168.15362548828125,1419.7101638577878,0.022229319111696247,0.0008669544290682546
A1_14x90,191.5759735107422,2044.027064939728,114.45782470703125,2452.493857230991,173.61927795410156,1395.3859802891966,0.022158907368689907,0.00084081217814687
A1_14x92,188.35462951660156,2256.5526284088846,104.5411376953125,2534.0561995357275,165.20252990722656,1571.1573306357022,0.022973987385891473,0.0009223671301671018
A1_14x94,185.45547485351562,2229.568238458596,102.02500915527344,2345.1296998595353,165.07363891601562,1414.726755044423,0.02449740233774832,0.0009122086100665363
A1_14x96,182.02035522460938,2081.8016486531124,92.82926940917969,1944.4641829745378,159.49293518066406,1205.6333729398903,0.02472660895151648,0.0008292671953753905
A1_14x98,179.78533935546875,1990.3628563545644,92.75956726074219,2138.2790298664477,159.2658233642578,1246.8596815669443,0.02591022091704559,0.0007864503296046027
A1_15x33,202.84861755371094,1267.0044728813227,146.0084991455078,3776.007786040893,189.3679962158203,1731.1211248056497,0.01653906499649765,0.00029164923357531236
A1_15x35,200.35671997070312,1117.1091095050797,130.3470001220703,2580.1838359104004,181.62400817871094,1223.6091336903628,0.016043627796040454,0.00030644751726802665
A1_15x37,199.3551025390625,1010.9054573625326,120.46421813964844,1917.7019667287823,176.7531280517578,949.8537728691008,0.01521110846691942,0.0002932903108007013
A1_15x39,198.02932739257812,1220.922327159904,118.26641845703125,2082.4274342916906,175.31968688964844,1063.9123419185635,0.01612954463225474,0.0003894497496944306
A1_15x41,201.8947296142578,1009.5840872132685,125.184326171875,2112.261495053768,179.8555450439453,1025.7680884541478,0.01434560219122656,0.00028075020934281584
A1_15x43,203.4487762451172,1463.7926947304513,143.28541564941406,3599.614231876796,188.7858428955078,1654.4307755285408,0.016691874870637183,0.000447147737777107
A1_15x55,216.42239379882812,880.7314650705084,176.02471923828125,3538.1028435491025,207.4476318359375,1409.9083598703146,0.012371609206629225,0.00020847142648660575
A1_15x57,215.78823852539062,851.2910030251369,175.13143920898438,3549.1741605019197,207.31301879882812,1388.0010182550177,0.01254864420583385,0.00020057153936669896
A1_15x65,201.89891052246094,1766.8831677583512,142.1716766357422,3627.970481356373,187.225341796875,1697.0295738577843,0.018241672003944092,0.0006761143868801825
A1_15x67,191.79754638671875,1830.5522437356412,112.8431396484375,2816.189628228545,170.9585723876953,1469.897011169931,0.020426480327427093,0.0006789863347547593
A1_15x69,189.30514526367188,1693.9924881746992,99.65545654296875,1928.5040315054357,163.2426300048828,1114.7943563887384,0.01974487463968701,0.00063418704004005
A1_15x71,194.3736572265625,1525.5098248571157,90.44444274902344,1624.8400835578796,151.60943603515625,1197.559007640928,0.014795309729290105,0.0005387060431985612
A1_15x73,201.1297607421875,1304.940193399787,82.58200073242188,1225.917256592773,138.34902954101562,1124.8451583599672,0.00947930709851736,0.00039020263809112635
A1_15x75,206.0739288330078,1101.8431825989392,77.4349365234375,909.3814784139395,127.5743408203125,901.0207185596228,0.006352651869328246,0.00029434301109932634
A1_15x77,202.16091918945312,1424.9676658054814,82.20260620117188,1316.3343779733405,135.5183868408203,1201.9295325295534,0.009406770729084945,0.00046067402777088965
A1_15x79,203.8024139404297,1277.104621248087,85.23670959472656,1115.9422138070222,140.7248992919922,1098.6359437459614,0.009030547433931715,0.00042394961493471753
A1_15x81,196.7219696044922,1608.6989289575722,94.66606140136719,1433.030284939101,155.98097229003906,1107.7102550116833,0.01450496660745436,0.0006009118483642263
A1_15x83,194.11314392089844,1868.4566656162497,104.07760620117188,2024.1765639474615,165.33164978027344,1230.388864014065,0.018138541243820066,0.0007180608662607605
A1_15x85,192.96292114257812,1708.136228918098,108.27462768554688,2038.6296882769093,169.9220733642578,1133.4045567119028,0.019195114583128604,0.0006398123560440786
A1_15x87,191.6679229736328,1844.2391053417232,105.83700561523438,1900.7338088070974,168.07583618164062,1127.2350020473823,0.020114790399084363,0.0007344946437915997
A1_15x89,191.94297790527344,1941.2087083195802,108.06729125976562,2171.460529259406,169.4143829345703,1260.4041992591228,0.02055108851325467,0.0007520855016921123
A1_15x91,190.34994506835938,2018.5912530487403,106.82200622558594,2226.518351785606,168.54714965820312,1324.185673638247,0.021633855435839247,0.0008235292311637308
A1_15x93,186.47718811035156,1956.2089827915188,98.83935546875,1998.6563222408295,163.7565460205078,1194.984599178424,0.022519958201229373,0.0007508585075243428
A1_15x95,183.0745391845703,1903.248212830862,92.44769287109375,1730.130198534578,159.9586639404297,1097.3592685030308,0.02356561283249902,0.0007552712933587395
A1_15x97,181.9928741455078,1837.7722728305962,92.57890319824219,1877.8579100274947,159.9482879638672,1111.0922507920768,0.024208022722903035,0.0007194266312556634
A1_15x99,186.2038116455078,2190.062632566085,108.8626708984375,3091.3601385205984,168.41355895996094,1684.7561693040188,0.02442819317829323,0.0008589900176966032
A1_16x32,207.9417266845703,1268.333533541998,158.76780700683594,4037.7852130008396,196.1882781982422,1855.943906178465,0.015402544614619117,0.00031841579915090285
A1_16x34,202.38287353515625,1187.0005636177957,140.878662109375,3193.8937243819237,187.11770629882812,1447.7593691041693,0.01635765111003092,0.0003018086853268493
A1_16x36,202.015380859375,986.8945083022118,131.91842651367188,2450.6254868796095,182.79942321777344,1112.3252322112676,0.01505499293154082,0.0002543801788575129
A1_16x38,199.43069458007812,1149.7730898251757,126.58758544921875,2472.1329843066633,179.55953979492188,1213.1704662432894,0.016206353342948534,0.0003452161705179705
A1_16x40,204.23831176757812,938.474274395965,131.6510009765625,2241.2326918691397,183.54397583007812,1038.9793283334002,0.013775502950317112,0.0002536852989313895
A1_16x42,207.5121612548828,1101.6162156292703,146.81031799316406,2834.6505594325718,192.11376953125,1297.167690038681,0.014275714509109017,0.00031155813051317473
A1_16x52,219.60440063476562,867.5808058297262,193.98013305664062,3328.671785480343,217.3805389404297,1342.5880544946995,0.012778622315135307,0.00020322943016609253
A1_16x54,208.04835510253906,1322.4959375408944,152.6996612548828,3742.4313267895486,193.94647216796875,1619.4242587946355,0.014820009116406966,0.00034487236425936554
A1_16x56,205.24166870117188,1263.918921678327,141.3260498046875,3382.1664576381445,187.76023864746094,1526.744867399102,0.014730520546022974,0.00033256079100019766
A1_16x58,207.0784149169922,1005.935730373254,143.7197265625,3253.682677268982,189.41162109375,1379.2615373134613,0.013649230547212067,0.00023355311870159768
A1_16x60,208.41404724121094,1123.9645054338034,155.9511260986328,3723.604499159148,196.41412353515625,1544.256052967161,0.01469105144725854,0.0002557190500826925
A1_16x62,203.96923828125,1177.6076352596283,144.69482421875,4213.145057439804,189.63299560546875,1686.0605897568166,0.01563345442122773,0.00028089549084906
A1_16x66,200.5373992919922,1907.949925755849,143.7061004638672,4101.848117081216,187.7366180419922,1904.1307794803288,0.019357957237263017,0.0006931855274236533
A1_16x68,192.91696166992188,1961.1105057587847,118.02647399902344,3175.5202799623366,173.41636657714844,1624.5347534974571,0.02082923685798019,0.0007427574293778163
